SKU,name,URL to product,price,Retail Price,URL to image,URL to thumbnail image,Commission,Category,Subcategory,Description,SearchTerms,Status,MerchantID,Custom 1,Custom 2,Custom 3,Custom 4,Custom 5,StoreID,Manufacturer,PartNumber,MerchantCategory,MerchantSubCategory,ShortDescription,ISBN,UPC,CrossSell,MerchantGroup,MerchantSubgroup,CompatibleWith,CompareTo,QuantityDiscount,Bestseller,AddToCartURL,ReviewsRSSURL,Option1,Option2,Option3,Option4,Option5,ReservedForFutureUse1,ReservedForFutureUse2,ReservedForFutureUse3,ReservedForFutureUse4,ReservedForFutureUse5,ReservedForFutureUse6,ReservedForFutureUse7,ReservedForFutureUse8,ReservedForFutureUse9
APP2001,ThumSaver MP,http://www.wrightstuff.biz/thumsavermp.html,54.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/thumsavermp.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/thumsavermp.jpg,,12,183,"The ThumSaver MP stabilizes the thumb MP joint in neutral to protect ligaments and reduce painful grinding at the MP and CMC joints. Provides excellent MP control for arthritis and ligament injuries. Choose this rigid splint for CMC and MP arthritis, zigzag deformities of the thumb, gamekeeper's or skier's thumb. Trimmed to allow IP and wrist motion, the ThumSaver™ MP reduces CMC joint pain felt when pinching or gripping small objects. The thin plastic shell provides firm control with little bulk so the ThumSaver MP can be worn inside gloves and mitts. Includes felt padding for cushioning. Manufactured to provide thin, strong control. Made from high temperature plastic. Will not break or deform with heat, stain resistant and thin enough to wear under gloves. ThumSaver MP Features: Reduce the pain you feel when pinching or gripping small objects. Realigns the MP joint (the middle joint) and stabilizes the base of your thumb to relieve the grinding pain of arthritis. Wearing the ThumSaver MP, you can garden, write or grasp a doorknob without pain or the fear of dropping things. Felt pads are included to provide cushioning where you need it. ThumSaver MP Specifications: Instructions: Measure the length from the IP joint (knuckle at the end of the thumb) to the wrist crease. Measure around the IP joint (around the knuckle at the end of the thumb). Size Length Circumference Small 3&quot; to 3 1/2&quot; 2 1/2&quot; to 2 3/4&quot; Medium 3 1/2&quot; to 4&quot; 2 3/4&quot; to 3 1/8&quot; Large 4&quot; to 4 1/2&quot; 3 1/8&quot; to 3 1/2&quot; X-Large 4 1/2&quot; to 5&quot; 3 1/4 to 3 1/2&quot; Choose right or left hand",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,For Your Comfort,"Therapeutic Gloves, Wraps, and Supports",Stabilizes the thumb MP joint in neutral.,,,,"Thumb, Wrist, and Hand Supports",,,,,,,,,,,,,,,,,,,,,
CKE30505,Weighted Button Aid,http://www.wrightstuff.biz/webuaid.html,12.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/webuaid.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/webuaid.jpg,,12,183,The plastic vinyl handle of the Weighted Button Aid is designed with finger grips to improve grasp. The internally added weight assists in stabilizing the hand of those with unsteady hands or tremors. Specifications: Measures 1 1/8 inch wide x 7 1/2 inch long. Weighs approximately 8 oz.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",873704001006,Getting Ready,Adaptive Dressing Aids,Added weight helps to steady a tremor hand.,,873704001006,,Buttoning and Zipping Aids,,,,,,,,,,,,,,,,,,,,,
CKE16043,Weighted Insulated Cup with Spout Lid,http://www.wrightstuff.biz/weincupwispl.html,22.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/weincupwispl.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/weincupwispl.jpg,,12,183,"The Weighted Insulated Cup with Spout Lid keeps the hot liquids hot, or the cold liquids cold. A steel weight has been added internally in the base of the cup to reduce tremors of the hand - commonly associated with persons having Parkinson's Disease and other illnesses or injuries that cause tremors.The cup comes with a Spouted Lid which helps direct the liquid straight into the mouth and is great for sipping. The Lid is constructed of white plastic. Weighted Insulated Cup with Spout Lid Features: Added weight helps reduce tremors of the hand. Insulation keep food and drink warm or cold. Weighted Insulated Cup Spout Lid Specifications: Latex free. Cup holds up to 8 oz. Weighs 8.4 oz. Color choice - blue cup and white lid.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",873704000757,In the Kitchen,"Cups, Glasses and Straws",,,873704000757,,Weighted Insulated Cups,,,,,,,,,,,,,,,,,,,,,
CAM103,Weighted Soupspoon,http://www.wrightstuff.biz/weso.html,10.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/weso.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/weso.jpg,,12,183,Additional weight of the Weighted Soupspoon helps stabilize movement for those who experience tremors of the hands. Each utensil weighs approximately 8 ounces. Gray plastic vinyl handle is contoured to fit the fingers. Stainless Steel utensil. Handle length is 4 1/2 in.; diameter is approximately 1 1/8 in. Dishwasher safe. Order single utensils or the set. Weighted Soupspoon Features: Additional weight helps stabilize movement for those who experience tremors of the hands. Handle is contoured to fit the fingers. Weighted Soupspoon Specifications: Stainless Steel utensil. Utensil weighs approximately 8 ounces. Handle length is 4 1/2 in. Diameter is approximately 1 1/8 in.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",873704000504,In the Kitchen,Adaptive Eating Utensils,,,873704000504,,Weighted Eating Utensils,,,,,,,,,,,,,,,,,,,,,
ADM1072,Wheelchair Back Pack,http://www.wrightstuff.biz/whbapa.html,15.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/whbapa.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/whbapa.jpg,,12,183,"The Wheelchair Back Pack attaches to a wheelchair with ease by placing loops over the wheelchair push handles. A large single compartment pocket has hook-and-loop closure to keep belongings secure. Wheelchair Back Pack Features: Attaches with ease by placing loops over the wheelchair push handles. Large single compartment pocket. Wheelchair Back Pack Specifications: Measures 14 x 19 inches. Completely washable. Constructed of black, oxford nylon, waterproof fabric.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",41298001317,On The Move,Wheelchair Accessories,Large single compartment.,,,,"Wheelchair Backpacks, Totes, Packs, Bags & Pouches",,,,,,,,,,,,,,,,,,,,,
NC28370S,12 inch Body Care Long Handle Brush and Comb Set,http://www.wrightstuff.biz/bocalohabran.html,24.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/bocalohabran.gif,http://feeds2.yourstorewizards.com/1931/images/100x500/bocalohabran.gif,,12,183,"Body Care Long Handle 12 inch Hair Brush and Comb Set is great for people with limited arm or hand movement. Anti-slip handles are ergonomically designed to lie against user's entire palm. Contoured design is both attractive and functional. Made of polypropylene. Available in two lengths.Our prize-winning range of ergonomically designed body care products, are all carefully balanced to provide maximum power with minimal effort and strain on hands, arms and shoulders. Each product has a unique shape that makes reaching even easier. The handles are oval and have a rough surface so as to provide a secure grip. Body Care Long Handle 12 inch Brush and Comb Set Features: Anti-slip handles. Attractive and functional contoured design. Designed to rest against user's entire palm. Body Care Long Handle 12 inch Brush and Comb Set Specifications: Length-12 inches. Available in two lengths. Made of polypropylene.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111784,Getting Ready,Body Care Long Handle Hair Brushes and Combs,Save $$$ when you buy the brush and comb set.,,,,,,,,,,,,,,,,,,,,,,,,,
NC28211,Wall Mount Zim Jar Opener,http://www.wrightstuff.biz/zimjaropener.html,12.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/zimjaropener.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/zimjaropener.jpg,,12,183,"The Wall Mount Zim Jar Opener opens or closes all types of screw lids, from jar lids to bottle caps. Simply slip practically any size jar top into the steel jaws until it wedges and turn jar. The Wall Mount Zim Jar Opener even opens even the most frustrating press and turn ""child proof"" containers. Mounts to any wall with the provided screws. Wall Mount Zim Jar Opener Features: White enamel finish. Steel jaws open or close all types of lids. Wall Mount Zim Jar Opener Specifications: Measures: 5 x 6 in. Can open jars and bottles from 1/2 inch to 3.75 inch in diameter. Screws provided.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111781,In the Kitchen,Kitchen Openers,"Opens or closes all types of screw lids, jar or bottle caps.",,,,,,,,,,,,,,,,,,,,,,,,,
CSP200,Zip Grips,http://www.wrightstuff.biz/zipgrips.html,8.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/zipgrips.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/zipgrips.jpg,,12,183,"This durable 1 inch black plastic ring easily snaps onto hard-to-pull zipper tabs on clothing, jackets, or any zippered item. The large plastic ring is much easier to manipulate and requires less strength to pull than common small zipper tabs found on most clothing. The Zip Grip Zipper Ring is washable; after wearing your favorite shirt or jacket, just toss the garment and the ring in the wash. Zipper must have a hole to attach the Zip Grips Zipper Rings. **Six Zip Grips Zipper Rings per package. Zip Grips Features: 1 inch black plastic ring easily snaps onto hard-to-pull zipper tabs on clothing, jackets, or any zippered item. The large plastic ring is much easier to manipulate and requires less strength to pull than common small zipper tabs. Zip Grips Specifications: Size: 1 inch. Six Zip Grips Zipper Rings per package.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",NC28634,Getting Ready,Adaptive Dressing Aids,One inch durable plastic ring is easier to grasp.,,689076580328,,Buttoning and Zipping Aids,,,,,,,,,,,,,,,,,,,,,
AMCDS1001,Dressing Stick,http://www.wrightstuff.biz/dressingstick.html,6.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/dressingstick.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/dressingstick.jpg,,12,183,"The Dressing Stick is ideal for people with limited upper extremity movement or decreased hip flexion. Lightweight 5/8 inch diameter hardwood dowel has a vinyl coated push-pull hook on one end and a coated hook on the other. 26 inches long. The small hook on the opposite end aids in pulling zippers and shoelace loops. Essential for anyone who has difficulty bending, a limited range of movement, or the use of only one arm or one hand. Dressing Stick Features: Lightweight 5/8 inch diameter hardwood dowel. Vinyl coated push-pull hook. Coated hook. Hooks aid in pulling zippers and shoelace loops. Dressing Stick Specifications: Length - 26 in.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",111252,Getting Ready,Adaptive Dressing Aids,Unique hook makes donning clothing easier.,,873704001396,,,,,,,,,,,,,,,,,,,,,,,
NC28283,T Turning Handle,http://www.wrightstuff.biz/tturninghandle.html,21.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/tturninghandle.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/tturninghandle.jpg,,12,183,"This unique T Turning Handle fits over knobs, keys, faucets and other irregularly shaped handles. The 3-1/2 inch long, easy-to-grasp ""T""-shaped handle provides leverage and a secure grip. The steel prongs are embedded in a durable plastic base. Accommodates items up to 1-1/4 inch in diameter. T Turning Handle Features: Fits over knobs, keys, faucets,& other objects. Steel prongs. Durable plastic base. T Turning Handle Specifications: T handle length- 3-1/2 inch.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",NC28283,Around the House,"Door, Knob and Lamp Switch Turners",Steel prongs are embedded in a durable plastic base.,,,,Knob Turners,,,,,,,,,,,,,,,,,,,,,
ADM1069,Carry-All Walker Pouch,http://www.wrightstuff.biz/walkerpouch.html,12.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/walkerpouch.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/walkerpouch.jpg,,12,183,"The Carry-All Walker Pouch features a large single pocket for carrying items. Velcro hook-and-loop closure secures bag to walker, wheelchair, or bedrail. Navy denim with white trim machine washable fabric. Pouch measures 12 ½ x 15 inches overall. Large front opening pouch measures 10 x 14 inches. Two smaller inside pockets measure 4 x 4 1/2 inches. Carry-All Walker Pouch Features: Large single pocket. Velcro hook-and-loop closure. Machine washable fabric. Carry-All Walker Pouch Specifications: Pouch- 12 ½ x 15 inches overall. Large front pouch- 10 x 14 inches. Two smaller inside pockets measure 4 x 4 1/2 inches.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",41298010692,On The Move,Walker Accessories,Single pouch walker bag.,,,,"Walker Bags, Totes, Packs and Pouches",,,,,,,,,,,,,,,,,,,,,
NC65585,Good Grips Rocker Knife with Serrated Blade,http://www.wrightstuff.biz/gogrroknwise.html,10.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/gogrroknwise.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/gogrroknwise.jpg,,12,183,"The Good Grips Rocker Knife with Serrated Blade makes cutting meat easier. Rounded knife blade utilizes a rocking motion for easier cutting, which requires minimal arm strength. The extended safety cap protects fingers while cutting. A great solution for persons who have had a stroke, and for persons with limited arm movement, strength or arthritis. Good Grips Rocker Knife with Serrated Blade Features: Serrated Blade makes cutting meat easier. Large soft rubber handle to cushion your grip. Utilizes a rocking motion for easier cutting. Dishwasher safe. Great for people with weak grasp. Requires minimal arm strength. Good Grips Rocker Knife with Serrated Blade Specifications: Extended safety cap protects fingers while cutting. Latex free.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",768627655859,In the Kitchen,Adaptive Eating Utensils,Serrated blade makes cutting easier.,,768627655859,,Good Grips Utensils,,,,,,,,,,,,,,,,,,,,,
NC65595,Good Grips Small Spoon,http://www.wrightstuff.biz/gogrsmsp.html,8.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/gogrsmsp.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/gogrsmsp.jpg,,12,183,The Good Grips Small Spoon features a large soft rubber handle to cushion your grip. These stainless steel utensils have an adjustable metal shaft that allows them to be twisted to an angle specific for your loved one's needs. Good Grips Small Spoon Features: Large soft rubber handle to cushion your grip. Bendable metal shafts. Dishwasher safe. Great for people with weak grasp. Good Grips Small Spoon Specifications: Bend for use with either the right or left hand. Latex free.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",768627655958,In the Kitchen,Adaptive Eating Utensils,,,768627655958,,Good Grips Utensils,,,,,,,,,,,,,,,,,,,,,
AD8240,Easy Grip Slant Tip Tweezers,http://www.wrightstuff.biz/eagrsltiptw.html,15.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/eagrsltiptw.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/eagrsltiptw.jpg,,12,183,"The Easy Grip Slant Tip Tweezers are specially designed for stiff or arthritic hands. Ready to use, right out of the easy to open package. Rounded back rests in the palm of the hand for stability and control. Comfortable, soft rubber finger and thumb grips. Precision tips with unique gripping surface to tweeze fine and tiny hair. Alignment feature keeps tips perfectly matched for lasting accuracy, increases precision, prevents tips from slipping side-to-side and maintains alignment if tweezers are dropped. Easy action reduces painful pinching motion. Overall length 4.25 inches.The Easy Grip Slant Tip Tweezers and other products are designed specifically to assist people who have problems gripping and manipulating tools like clippers, tweezers and smoothers. They combine the comfort of elastomers, rigid lightweight polymers and long lasting stainless steel action surfaces. Built to last, all Easy Grip products are guaranteed for life. Easy Grip Slant Tip Tweezers Features: Comfortable, soft rubber finger and thumb grips. Easy action reduces painful pinching motion. Rounded back rests in the palm of hand for stability and control. Easy Grip Slant Tip Tweezers Specifications: Overall length: 4.25 inches.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",42137824005,Getting Ready,Adaptive Grooming and Hygiene Aids,"Comfortable, soft rubber finger and thumb grips.",,,,,,,,,,,,,,,,,,,,,,,,,
AMI314,Turning Knob Operator,http://www.wrightstuff.biz/turknobop.html,21.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/turknobop.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/turknobop.jpg,,12,183,"Turning Knob Operator makes turning odd shaped control knobs easier by using more leverage. Press the turner onto a knob and the retractable pins grip the knob or faucet. Handle measures 5 1/4 inches, gripping area is 2 1/4 inches across, but can grip larger irregular shaped knobs. Turning Knob Operator Features: Provides more leverage. Retractable pins grip the knob or faucet. Turning Knob Operator Specifications: Handle- 5 1/4 inches. Gripping area- 2 1/4 inches.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",742645005667,Around the House,"Door, Knob and Lamp Switch Turners",Makes turning control knobs easier.,,742645005667,,Knob Turners,,,,,,,,,,,,,,,,,,,,,
NC6559,Good Grips Coated Spoons,http://www.wrightstuff.biz/gogrcosp.html,11.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/gogrcosp.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/gogrcosp.jpg,,12,183,"Plastisol spoon coating protects teeth and lips. Good Grips Coated Spoons have large, easy to hold handles made of soft rubber material. Special twist in stainless steel shaft can be bent to angle left or right. Good Grips Coated Spoon Features: Large soft rubber handle to cushion your grip. Bendable metal shafts. Dishwasher safe. Great for people with weak grasp. Good Grips Coated Spoon Specifications: Bend for use with either the right or left hand. Latex free.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,In the Kitchen,Adaptive Eating Utensils,Soft spoon coating protects teeth and lips.,,768627655880,,Good Grips Utensils,,,,,,,,,,,,,,,,,,,,,
CKE16002,Nosey Glass,http://www.wrightstuff.biz/noseyglass.html,5.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/noseyglass.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/noseyglass.jpg,,12,183,The Nosey Glass features a contoured shape and slightly textured surface that provides a steadier grip. A cut out for the nose allows drinking without bending the neck or tilting the head. Translucent plastic allows monitoring of liquids. Dishwasher safe. Nosey Glass Features: Dishwasher safe. Cut out for the nose. Textured surface. Translucent plastic. Nosey Glass Specifications: Will hold 8 oz.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",873704000634,In the Kitchen,"Cups, Glasses and Straws",Contoured shape for easy grasping.,,873704000634,,,,,,,,,,,,,,,,,,,,,,,
CMI74615,Utensil Hand Clip,http://www.wrightstuff.biz/uthacl.html,8.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/uthacl.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/uthacl.jpg,,12,183,The Utensil Hand Clip is an excellent eating aid for people who have trouble grasping and holding small utensils. This spring-action plastic clip fits the hand snugly without pinching. Utensil Hand Clip Features: Eating aid for people who have trouble grasping and holding small utensils. Utensil Hand Clip Specifications: Spring-action plastic clip fits the hand snugly without pinching.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",746150000,In the Kitchen,Eating Utensil Holders,Clip style utensil holder.,,,,,,,,,,,,,,,,,,,,,,,,,
NC65562,Good Grips Weighted Tablespoon,http://www.wrightstuff.biz/gogrweta.html,9.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/gogrweta.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/gogrweta.jpg,,12,183,"The Good Grips Weighted Tablespoon features the same great design as the Good Grips Utensil. The 6 ounces of weight in the built-up handle provides more control so that the utensil reaches the mouth easier. Ideal for persons with limited hand control, Parkinson's disease or spasticity. Good Grips Weighted Tablespoon Features: Weighted utensils are ideal for those with Parkinson's Disease or hand tremors. Large soft rubber handle to cushion your grip. Bendable metal shafts. Dishwasher safe. Great for people with weak grasp. Good Grips Weighted Tablespoon Specifications: Bend for use with either the right or left hand. 6 oz. weight added to the handle. Latex free.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",768627655620,In the Kitchen,Adaptive Eating Utensils,,,768627655620,,Good Grips Weighted Utensils,,,,,,,,,,,,,,,,,,,,,
CKE80306,54 inch Patriot Stripe Gait Belt,http://www.wrightstuff.biz/54inpast.html,9.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/54inpast.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/54inpast.jpg,,12,183,"Use this 54 inch Patriot Stripe Belt to provide assistance for individuals when walking, standing, or sitting. The 2 inch wide cotton belt features a metal buckle with teeth for secure closing and easy adjusting. Machine washable. Pediatric sizes available by special order. 54 inch Patriot Stripe Belt Features: Made from cotton. Metal buckle has teeth. Holds securely around the patient. Adjusts easily. 54 inch Patriot Stripe Belt Specifications: 2 inches wide. Special orders available.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",873704002508,On The Move,"Slings, Gait and Transfer Belts",,,873704002508,,Economy Gait and Transfer Belts - Patriot Stripe,,,,,,,,,,,,,,,,,,,,,
CMI74504,Skidtrol Non-Skid Bowl,http://www.wrightstuff.biz/sknobo.html,19.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/sknobo.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/sknobo.jpg,,12,183,"Put an end to messy accidents caused by sliding dinnerware. The molded melamine Skidtrol Non-Skid Bowl has a non-skid ring to prevent sliding, even on an incline. Skidtrol Non-Skid Bowl Features: Non-skid ring on bottom helps prevent sliding. Skidtrol Non-Skid Bowl Specifications: 8 1/8 inch diameter, 2 inches deep. Top shelf dishwasher safe.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",745040003,In the Kitchen,"Adaptive Plates, Plate Guards and Bowls",,,,,,,,,,,,,,,,,,,,,,,,,,
NC65561,Good Grips Weighted Teaspoon,http://www.wrightstuff.biz/gogrwete.html,9.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/gogrwete.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/gogrwete.jpg,,12,183,"The Good Grips Weighted Teaspoon features the same great design as the Good Grips Utensil. The 6 ounces of weight in the built-up handle provides more control so that the utensil reaches the mouth easier. Ideal for persons with limited hand control, Parkinson's disease or spasticity. Good Grips Weighted Teaspoon Features: Weighted utensils are ideal for those with Parkinson's Disease or hand tremors. Large soft rubber handle to cushion your grip. Bendable metal shafts. Dishwasher safe. Great for people with weak grasp. Good Grips Weighted Teaspoon Specifications: Bend for use with either the right or left hand. 6 oz. weight added to the handle. Latex free.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",768627655613,In the Kitchen,Adaptive Eating Utensils,,,768627655613,,Good Grips Weighted Utensils,,,,,,,,,,,,,,,,,,,,,
ALL200,Lock Laces,http://www.wrightstuff.biz/locklaces.html,6.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/locklaces.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/locklaces.jpg,,12,183,"The Lock Laces are elastic shoelaces with a locking system that feature specially designed elastic laces combined with a spring activated locking device. Ideal for children, the elderly and physically challenged. Can be worn with all styles of running shoes, athletic shoes and casual lace-up shoes. Simply slip your shoes on and off, no more tying and untying laces or double knots. Provides convenience, superior comfort, more flexibility and a better fit compared to cotton or nylon shoelaces. Lock Laces Features: No more tying and untying laces or double knots! Provides convenience, superior comfort, more flexibility and a better fit! Can be worn with all styles of shoes!",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,Getting Ready,Adaptive Dressing Aids,Elastic shoelace and locking system.,,,,Elastic Shoelaces,,,,,,,,,,,,,,,,,,,,,
CMI74646,Right Angled Scoop Spoon,http://www.wrightstuff.biz/rianscsp.html,19.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/rianscsp.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/rianscsp.jpg,,12,183,"Semi-rigid plastic spoon enhances independent eating for people who have limited or painful movement of their upper extremities. Ideal for diagnoses of neurological disorders, a stroke, head injury, severe arthritis, wrist fractures, shoulder dysfunction, or cerebral palsy.Food is scooped onto the spoon with simple elbow motion, minimizing the movements of the shoulder and forearm. Raised back prevents food from spilling off the spoon. Top shelf dishwasher safe. For right hand only. Diameter and softness of the handle can be increased by adding a Foam Rubber Adapter.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",746460001,In the Kitchen,Adaptive Eating Utensils,Semi-rigid with built up handle.,,,,,,,,,,,,,,,,,,,,,,,,,
NC65594,Good Grips Tablespoon,http://www.wrightstuff.biz/gogrta.html,8.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/gogrta.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/gogrta.jpg,,12,183,The Good Grips Tablespoon features a large soft rubber handle to cushion your grip. These stainless steel utensils have an adjustable metal shaft that allows them to be twisted to an angle specific for your loved one's needs. Good Grips Tablespoon Features: Large soft rubber handle to cushion your grip. Bendable metal shafts. Dishwasher safe. Great for people with weak grasp. Good Grips Tablespoon Specifications: Bend for use with either the right or left hand. Latex free.,,instock,942,,,,,,1,"The Wright Stuff, Inc.",768627655941,In the Kitchen,Adaptive Eating Utensils,,,768627655941,,Good Grips Utensils,,,,,,,,,,,,,,,,,,,,,
ATS8199,Thermoskin Arthritis Gloves,http://www.wrightstuff.biz/therfab.html,29.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/therfab.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/therfab.jpg,,12,183,"Anatomically designed to provide warmth and even compression to offer relief of pain and discomfort in the fingers and hands for arthritis and repetitive pain sufferers.The outer fabric is made of a non-slip material that provides added grip. Gove is secures with a velcro fastening.Clinically proven to increase surface skin and subcutaneous temperature between 2-3 degrees F, the optimal level to make tendons and muscles more pliable and elastic to provide optimal muscle function.Clinically tested Thermoskin® therapeutic Arthritic Gloves provide compression while helping to control swelling and aiding in the stability of an injured area.Thermoskin® Arthritis Gloves are made from elasticized fabrics specifically designed to provide even compression and firm support for muscle injury and soreness, with the greatest possible comfort and fit. Thermoskin® Arthritis Gloves stabilize the affected area and combine compression with naturally generated body heat for therapeutic relief from soreness and discomfort.Unique to Thermoskin® Arthritis Gloves is Trioxon®?a unique soft material which not only captures and retains your natural body heat, but also, unlike other products, it allows your skin to ventilate and remain comfortably dry. Thermoskin® Arthritis Gloves with Trioxon® lining are completely washable and ?breathable? to help alleviate excessive perspiration, skin irritations and the unpleasant odor associated with neoprene products. Thermoskin out performs other products because the unique Trioxon lining is designed to be soft against the skin. This minimizes skin irritation and perspiration while helping to retain heat. With Thermoskin Arthritis Gloves patients experience less pain and mastery of rehabilitation protocols is facilitated. Thermoskin heat retainers will enable the return to routine activity more quickly. The arthritis wraps are designed with an adjustable hook and loop closure to allow arthritis sufferers ease of use and compression variation. To determine the size needed, measure around the circumference of the hand around, the knuckle. Sold in pairs. Black. Thermoskin Arthritis Gloves Feature: Ideal for mildly increasing skin temperature to give increased circulation of the hand for relief of pain and discomfort from arthritis, Repetitive Stress Injuries (RSI), and tendonitis. Inner lining made of Trioxon, a unique fiber that wicks away perspiration and keeps skin ventilated and comfortably dry. Adjustable Velcro strap applies additional compression/support when needed. Hand or machine-washable.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",,For Your Comfort,"Therapeutic Gloves, Wraps, and Supports",Provides warmth and gentle compression,,,,Thermoskin Joint Supports,,,,,,,,,,,,,,,,,,,,,
CKE92008,Bottom Buddy,http://www.wrightstuff.biz/bottombuddy.html,39.95,,http://feeds2.yourstorewizards.com/1931/images/250x1000/bottombuddy.jpg,http://feeds2.yourstorewizards.com/1931/images/100x500/bottombuddy.jpg,,12,183,"The Bottom Buddy is a toilet tissue aid designed for self cleansing when reaching is difficult. The soft, flexible head grips hold any tissue or pre-moistened wipe securely. Soiled paper or wipes are released into the bowl with a push of the button located in the curved handle. 11 inches long. Weighs 4 oz. Storage bag included. Bottom Buddy features: Soft, flexible head grips hold tissue. A simple push of a button releases the soiled paper or wipes. Bottom Buddy specifications: Bottom Buddy is 11"" long. Weighs 4 oz. Storage bag included. Due to hygiene purposes, this item is non-returnable.",,instock,942,,,,,,1,"The Wright Stuff, Inc.",811526000012,Web Specials,Sale Items,Designed for self cleansing when reaching is difficult.,,811526000012,,,,,,,,,,,,,,,,,,,,,,,
