SKU,Name,UrlToProduct,Price,RetailPrice,UrlToImage,UrlToThumbnail,Commission,Category,SubCategory,Description,SearchTerms,Status,YourMerchantID,Custom1,Custom2,Custom3,Custom4,Custom5,StoreID,Manufacturer,PartNumber,MerchantCategory,MerchantSubcategory,ShortDescription,ISBN,UPC,CrossSell,MerchantGroup,MerchantSubgroup,CompatibleWith,CompareTo,QuantityDiscount,Bestseller,AddToCartURL,ReviewsRSSURL,Option1,Option2,Option3,Option4,Option5,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse
CME1,Wheelchair Amputee Board,http://www.mobility-aids.com/wheelchair-amputee-board.html,129.95,,http://www.mobility-aids.com/assets/uploaded/amp-board.jpg,http://www.mobility-aids.com/assets/uploaded/amp-board.jpg,,12,183,"The <b>Wheelchair Amputee Board</b> provides a leg rest for below knee amputee.  It helps to maintain comfort and proper positioning of the stump to assist in preventing knee flexion contracture of the amputated limb and edema in the stump. <br><br> This durable 5-ply birch plywood box is designed to be placed under the wheelchair cushion to provide maximum comfort and support to the user. The Amputee Board comes with one insert. An additional insert is available for a double amputee. Insert measures 6"" x 28 "" with a 6"" x 9"" x 3"" vinyl covered pad. The vinyl covered pad provides maximum support to the affected limb. Finish is lacquered natural wood. The box is available in dimensions of [16"" x 16"" x 1""] & [16"" x 18"" x1""]. <br><br> For double amputee, order amputee board and additional insert.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Wheelchair Amputee Board Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Insert measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">6"" x 28 ""</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Pad measures</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">6"" x 9"" x 3""</FONT></TD>        </TR>                </TABLE>","wheelchair amputee board, wheelchair leg rest for amputee, amputee board, amputee leg rest, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,Wheelchair Positioning Accessories,Provides maximum support to the affected limb.,,,"CDCV,CDC,CFP181",,,,,1~1~129.95,,,,,,,,,,,,,,,,,
CMEHAP,Hemi Arm Positioner,http://www.mobility-aids.com/hemi-arm-positioner.html,129.95,,http://www.mobility-aids.com/assets/uploaded/hemi.jpg,http://www.mobility-aids.com/assets/uploaded/hemi.jpg,,12,183,"The Wheelchair <b>Hemi Arm Positioner</b> is designed to provide a padded secure platform to support and protect the arm and shoulder. Constructed from plywood and covered with black vinyl over 1-inch foam, the Hemi Arm Positioner is 5 inches wide and 19 inches long. It uses a 4 inch padded elbow guard and a 2 inch padded hand guard. The wrist may be secured by using the velcro attached to the board. The positioner is attached to the wheelchair arm rest with a 10 inch slotted aluminum channel.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Hemi Arm Positioner Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">5""W x  19""L</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Padded elbow guard:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">4""</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Padded hand guard:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">2""</FONT></TD>        </TR>                </TABLE>","wheelchair arm positioner, hemi arm positioner, wheelchair hemi arm positioner, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,Wheelchair Positioning Accessories,Provides a padded secure platform to support and protect the arm and shoulder.,,,"CDCB2113,ADM1076",,,,,1~1~129.95,,,,,,,,,,,,,,,,,
CMEPLB,Padded Half Lap Board,http://www.mobility-aids.com/padded-half-lap-board.html,99.95,,http://www.mobility-aids.com/assets/uploaded/armrest.jpg,http://www.mobility-aids.com/assets/uploaded/armrest.jpg,,12,183,"This <b>Padded Half Lap Board</b> is designed to provide support to the arm and shoulder while sitting in a wheelchair. Constructed from plywood and covered with black padded vinyl. The board has an overall length of 19 inches and a width of 9 inches. The board securely attaches to the wheelchair armrest with a 10 inch long slotted aluminum channel. <br><br> Available for the left or the right side of a wheelchair.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Padded Half Lap Board Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Length:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">19 inches</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Width:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">9 inches</FONT></TD>        </TR>                </TABLE>","wheelchair lap board, half lap board, padded half lap board, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,Wheelchair Trays,Provides comfort and support for your arms.,,,"CDCB2121,CAC510",,,,,1~1~99.95,,,,,,,,,,,,,,,,,
CMI220,Lightweight Plastic Transfer Board,http://www.mobility-aids.com/lightweight-plastic-transfer-board.html,29.95,,http://www.mobility-aids.com/assets/uploaded/transferboard.jpg,http://www.mobility-aids.com/assets/uploaded/transferboard.jpg,,12,183,"Molded high-impact plastic transfer board with reinforcement ribs for maximum strength. Provides a smooth rigid transfer surface between level surfaces. The <b>Lightweight Plastic Transfer Board</b> can be used independently by an individual who is able to correctly position the board and then slide themselves over, or can be used by a caregiver to scoot the individual over the board rather than lifting them. <br><br> Weight limit 220 pounds, measures 8 inches wide by 27 3/4 inches long.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Lightweight Plastic Transfer Board Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Weight limit:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">220 pounds</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">8 inches wide by 27 3/4 inches long.</FONT></TD>        </TR>                </TABLE>","plastic transfer board, transfer handle, transfer assist, transfer aid, transfer device, transfers, bed transfers, mobility aids, elderly, seniors, physically impaired, handicapped, disabled",instock,942,,,,,,4,"The Wright Stuff, Inc",,"Sitting, Standing and Transfer Aids",,Provides a smooth rigid transfer surface between level surfaces.,,,"CPO653,CMT508",,,,,1~1~29.95,,,,,,,,,,,,,,,,,
CMI429,Printed Quilted Crutch Bag,http://www.mobility-aids.com/printed-quilted-crutch-bag.html,13.95,,http://www.mobility-aids.com/assets/uploaded/cmi429-crutch-bag-2.jpg,http://www.mobility-aids.com/assets/uploaded/cmi429-crutch-bag-2.jpg,,12,183,"The stylish <b>Printed Quilted Crutch Bag</b> provides convenient storage for your personal items while maneuvering with crutches. The deep pocket provides plenty of room to hold several items. <br><br> The Crutch Bag is a handy organizer with a roomy pocket that makes it easier to carry personal items while using crutches.  The smaller front pocket provides storage for your cell phone, wallet or keys. Attaches to the side of the crutch and will not interfere with movement. <br><br> Available fabric may be different from image displayed. Machine wash, air dry.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Printed Quilted Crutch Bag Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Length:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">9 inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Width:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">6 1/2 inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Depth:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">2 inches.</FONT></TD>        </TR>                </TABLE>","printed quilted crutch bag, crutch bag, crutch tote bag, quilted crutch bag, crutch accessories, crutch accessory, walker accessory, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired, crutch holder, crutch tote",instock,942,,,,,,4,"The Wright Stuff, Inc",,Crutch Accessories,,Provides convenient storage for your personal items while maneuvering with crutches.,,,"CSG6969,CDM1994",,,,,1~1~13.95,,,,,,,,,,,,,,,,,
CMI430,Quilted Walker Tote Bag,http://www.mobility-aids.com/quilted-walker-tote-bag.html,25.95,,http://www.mobility-aids.com/assets/uploaded/CMI430ToteBagBurg.jpg,http://www.mobility-aids.com/assets/uploaded/CMI430ToteBagBurg.jpg,,12,183,"The <b>Quilted Walker Tote Bag</b> features a sewn in key ring, an outside pocket for easy access to frequently used items, and a carrying strap that allows the user to hold the bag when not being used on the mobility device. This Walker Bag is an attractive, roomy cotton tote which makes it the perfect accessory for keeping personal belongings safe and close. Easy to use, plastic clips make it simple to attach and remove.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Quilted Walker Tote Bag Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Length:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">11 inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Width:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">14 &#65533; inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Depth:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">5 inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Color:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">available in burgundy or gray.</FONT></TD>        </TR>                </TABLE>","quilted walker tote bag, cotton tote bags, walker bags, wheelchair bags, rollator bags, tote walker bags, walker accessories, walker tote, quilted tote, quilted bag, tote bag, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Walker Accessories,"Walker Trays, Bags & Totes ",Convenient storage space for your walker.,,,"CSG3939,MST5100",,,,,1~1~25.95,,,,,,,,,,,,,,,,,
CMI704171,Leg Loop Leg Lift,http://www.mobility-aids.com/leg-loop-leg-lift.html,11.95,,http://www.mobility-aids.com/assets/uploaded/leg-loop-leg-lift.jpg,http://www.mobility-aids.com/assets/uploaded/leg-loop-leg-lift.jpg,,12,183,"The <b>Leg Loop Leg Lift</b> allows a person to safely and effectively reposition the leg and foot onto a footrest, a bed, into a car, etc. by providing a more secure grip than merely tugging on a piece of clothing.  The Leg Loop™ consists of two loops - a hand loop and a foot loop, one at each end of a rigid middle section. <br><br> The Leg Loop Leg Lift helps people with limited lower extremity strength lift the leg and foot. It is designed to help people who have medical conditions in which they either partially or completely lose the ability to independently move their leg. Paraplegia, hemiplegia, paraparesis, hip surgery, and knee surgery are fairly common examples. <br><br> The foot loop stays open until the strap is pulled and then conforms to the shape of the foot for a secure and comfortable grip. Rigid middle section allows for easy maneuverability. Once pulled, the loop closes and conforms to the shape of the foot for a secure and comfortable fit.  This, combined with the rigid middle section"" he asserts ""makes it easier to place on the foot than other leg lifts and reduces the risk of the foot falling out and becoming injured. <br><br> <object width=""504"" height=""306""><param name=""movie"" value=""http://www.youtube-nocookie.com/v/oIBEjDu75Y8?fs=1&hl=en_US&rel=0&color1=0xe1600f&color2=0xfebd01""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube-nocookie.com/v/oIBEjDu75Y8?fs=1&hl=en_US&rel=0&color1=0xe1600f&color2=0xfebd01"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""504"" height=""306""></embed></object><!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Leg Loop Leg Lift Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Construction:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">1 inch (2.54 cm) wide, high strength, nylon webbing.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Length:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">36 inches (91.4 cm).</FONT></TD>        </TR>                </TABLE>","leg loop leg lift, leg lift, help lift disabled leg, help lift leg, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,"Sitting, Standing and Transfer Aids",Leg Lifters,Foot loop stays conformed to the shape of the foot for a secure and comfortable grip.,,,"CMT5,CPO6551",,,,,1~1~11.95,,,,,,,,,,,,,,,,,
CMI70418,Leg Wrap Positioning Aid,http://www.mobility-aids.com/leg-wrap-positioning-aid.html,29.95,,http://www.mobility-aids.com/assets/uploaded/leg-wrap-positioning-aid.jpg,http://www.mobility-aids.com/assets/uploaded/leg-wrap-positioning-aid.jpg,,12,183,"The <b>Leg Wrap Positioning Aid</b> attaches to the user in 3 places to assist in repositioning the leg and transferring to or from a bed, chair, sofa, wheelchair or toilet seat. <br><br> Convenient upper and lower handles eliminate the need to grab clothing and create a controlled movement thereby reducing injury caused by dropping the legs. <br><br> The Leg Wrap Positioning Aid measures 33 inches long, maximum circumference measures 11 ½ inches, 18 ½ inches, 24 ½ inches for the ankle, knee and thigh positions. The loops can be made smaller, but not larger than these sizes. <br><br> <object width=""504"" height=""306""><param name=""movie"" value=""http://www.youtube-nocookie.com/v/2QPpQ2AYU68?fs=1&hl=en_US&rel=0&color1=0xe1600f&color2=0xfebd01""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><embed src=""http://www.youtube-nocookie.com/v/2QPpQ2AYU68?fs=1&hl=en_US&rel=0&color1=0xe1600f&color2=0xfebd01"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""504"" height=""306""></embed></object><!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Leg Wrap Positioning Aid Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Attaches:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">to the user in 3 places.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Material:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">2 inch (2.54 cm) wide, high strength, nylon webbing.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">33 inches long, maximum circumference measures 11 ½ inches, 18 ½ inches, 24 ½ inches for the ankle, knee and thigh positions.</FONT></TD>        </TR>                </TABLE>","leg wrap positioning aid, leg positioning aid, leg positioning tool, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,"Sitting, Standing and Transfer Aids",Leg Lifters,"Assists in repositioning the leg and transferring to or from a bed, chair, sofa, wheelchair or toilet seat.",,,"APT400,ADM1084",,,,,1~1~29.95,,,,,,,,,,,,,,,,,
CMI70616,Wheelchair Carry-All Backpack,http://www.mobility-aids.com/wheelchair-carry-all-backpack.html,24.95,,http://www.mobility-aids.com/assets/uploaded/CMI70616.jpg,http://www.mobility-aids.com/assets/uploaded/CMI70616.jpg,,12,183,"Generously sized <b>Wheelchair Carry-All Backpack</b> is great for books, groceries and other heavy items. Full-width backpack pocket inside helps keep things in order. The top flap has a Velcro closure. <br><br> The Wheelchair Carry-All Backpack is made of waterproof nylon with a rigid bottom liner. Attaches to the wheelchair’s handgrips by strong nylon straps. Measures 14 x 14 x 4 inches.<!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Wheelchair Carry-All Backpack Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Measures:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">14 x 14 x 4 inches.</FONT></TD>        </TR>                </TABLE>","wheelchair backpack, carry-all, wheelchair pouch, wheelchair bag, back pack, wheel chair carry all, mobility aids, for the elderly, seniors, disabled, handicapped, physically impaired, wheelchair back pack",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,"Wheelchair Packs, Bags & Totes",Generously sized wheelchair carry-all.,,,"CFP181,CDCF1100,CDCB2113",,,,,1~1~24.95,,,,,,,,,,,,,,,,,
CMI70622,Drink Holder,http://www.mobility-aids.com/drink-holder.html,9.95,,http://www.mobility-aids.com/assets/uploaded/CMI70622.jpg,http://www.mobility-aids.com/assets/uploaded/CMI70622.jpg,,12,183,"<b>Wheelchair Drink Holder </b> holds a drink securely on wheelchair frame, bed rails or other tubular frames. This wheelchair cup holder is made of tough plastic and is slotted on two sides to hold one or two handled cups and mugs. The plastic clamp has a large easy-to-tighten lever knob and can be positioned to the outside, inside, or front of the wheelchair. The mounting clamp fits a 1 inch diameter tube and comes with a sleeve to reduce it to fit 7/8 inch tube frames. This wheelchair cup holder will accommodate beverage containers 2 1/2 to 3 inches in diameter, including bottle, cans, glasses, mugs, and cups. Cup holder measures 5 inches high and 4 inches wide. <p> <h4>Wheelchair Drink Holder Specifications</h4> <ul> <li>Slotted to hold cups and mugs with handles.</li> <li>Fits 7/8 and 1 inch diameter tubing.</li> <li>Measures 5 x 4 inches.</li> </ul></p>   ","drink holder, wheelchair drink holder, drink holders, wheelchair beverage holder, slotted cup holder, wheel chair, mobility aids, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,Wheelchair Accessories,,"Holds a drink securely on wheelchair frame, bed rails or other tubular frames.",,,"ADM706631,AAD71002,CFP181",,,,,1~1~9.95,,,,,,,,,,,,,,,,,
CMT103,Large SafetySure Transfer Slide,http://www.mobility-aids.com/large-safetysure-transfer-slide.html,69.95,,http://www.mobility-aids.com/assets/uploaded/transfer-slide_large.gif,http://www.mobility-aids.com/assets/uploaded/transfer-slide_large.gif,,12,183,"The <b>Large SafetySure Transfer Slide</b> (SST Large Slide) is big enough to provide an under-surface from head to toe. The new and unique ULF (ultra low friction) material on the inside of the sliding mat makes it easy to move even a heavy patient.  <br><br> The Large SafetySure Transfer Slide is used primarily to: transfer between a bed and X-ray/operating table, shower trolley, etc. and turn in bed. <br><br> <a href="" /assets/uploaded/SST-Large.pdf"" target=""_blank"">Large SafetySure Transfer Slide Instructions</a><!-- product-specs.html starts -->        <P STYLE=""margin-left: 5px; margin-right: 30px""><FONT FACE=""Verdana, Arial, Helvetica, sans-serif"">                <h4>Large SafetySure Transfer Slide Specifications:</h4>        </FONT>        </P>        <TABLE CELLSPACING=""2"" CELLPADDING=""2"" BORDER=""0"">                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Dimensions:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">Length 78 x Width 24 inches.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Thickness:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">1 inch with padding.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Thickness:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">0.1 inch without padding.</FONT></TD>        </TR>                <TR VALIGN=""TOP"">                <TD><IMG WIDTH=""14"" src=""/assets/uploaded/spacer.gif"" HEIGHT=""12"" BORDER=""0""></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2""><B>Weight:</B></FONT></TD>                <TD><FONT FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">8 oz.</FONT></TD>        </TR>                </TABLE>","large safetysure transfer slide, large transfer slide, transfer between bed, X-ray, operating table, shower trolley, patient transfer, mobility aids, wheelchair, walker, gear, accessories, for the elderly, seniors, disabled, handicapped, physically impaired",instock,942,,,,,,4,"The Wright Stuff, Inc",,"Sitting, Standing and Transfer Aids",,Big enough to provide an under-surface from head to toe.,,,"CBE1,CMT96313",,,,,1~1~69.95,,,,,,,,,,,,,,,,,
